title,link
[보도자료] 한국은행권 및 주화의 도안 이용기준 개정시행,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086694&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 2024년 2분기중 주요 기관투자가의 외화증권투자 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086684&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201265&oldMenuNo=201263
"[보도자료] 한은, 금융위와 함께 KOFR 중심의 지표금리 체계로의 전환 방향을 발표",https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086668&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 서울대 국가미래전략원-한국은행 공동 심포지엄 개최,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086642&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 2/4분기중 거주자의 카드 해외 사용실적,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086633&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 7월중 거주자외화예금 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086576&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201265&oldMenuNo=201263
경제전망(2024년 8월),https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086577&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201265&oldMenuNo=201263
통화정책방향(2024.8.22),https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10086571&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=200690&oldMenuNo=201263
2024년 2/4분기 국제투자대조표(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086502&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 7월 생산자물가지수(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086529&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=2&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 8월 기업경기조사 결과 및 경제심리지수(ESI),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086499&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 2/4분기중 가계신용(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086496&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 8월 소비자동향조사 결과,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086467&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201264&oldMenuNo=201263
「2024 통화정책 경시대회」 전국결선대회 개최 결과,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086433&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 6월 통화 및 유동성,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086406&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 7월 수출입물가지수 및 무역지수(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086399&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201264&oldMenuNo=201263
"한국은행, 튀르키예 중앙은행과 통화스왑 갱신계약 체결",https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086388&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 7월중 금융시장 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086379&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 7월 이후 국제금융·외환시장 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086358&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 6월 국제수지(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086308&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=3&programType=newsData&menuNo=201264&oldMenuNo=201263
금융통화위원회 의사록(2024년도 제14차)(2024.7.18),https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10086295&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=200690&oldMenuNo=201263
2024년 7월말 외환보유액,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086277&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 6월 금융기관 가중평균금리,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086198&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201264&oldMenuNo=201263
금융통화위원회 의사록(2024년도 제13차)(2024.7.11),https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10086176&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=200690&oldMenuNo=201263
2023년 북한 경제성장률 추정 결과,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086115&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도참고자료] 2024년 8월중 통화안정증권 발행 계획,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086108&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 2/4분기 실질 국내총생산(속보),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086067&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 7월 기업경기조사 결과 및 경제심리지수(ESI),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10086023&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도참고자료] ECOS 내 주요통계해설 페이지 신설,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10086051&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 7월 소비자동향조사 결과,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085960&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=4&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 2/4분기중 외국환은행의 외환거래동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085990&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 6월 생산자물가지수(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085999&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 6월중 거주자외화예금 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085893&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201265&oldMenuNo=201263
「2024 한국은행 통화정책 경시대회」 지역예선대회 개최 결과,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085938&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 2023년 국민대차대조표(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085896&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도자료] 국민대차대조표 2020년 기준년 개편 결과,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085895&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도자료] 한국은행 중소기업 한시 특별지원 기한 1년 연장,https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10085899&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=200690&oldMenuNo=201263
공개시장운영 대상기관 확대 선정,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085908&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201265&oldMenuNo=201263
금융기관 대출행태서베이 결과(2024년 2/4분기 동향 및 2024년 3/4분기 전망),https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085878&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=201265&oldMenuNo=201263
금융통화위원회 의사록(2024년도 제12차)(2024.6.26),https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10085856&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=5&programType=newsData&menuNo=200690&oldMenuNo=201263
2024년 6월 수출입물가지수 및 무역지수(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085846&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201264&oldMenuNo=201263
"[보도자료] 한국은행, 인도네시아 중앙은행과 양국의 모바일 결제 편의 증진을 위한 MOU 체결",https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085850&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 5월 통화 및 유동성,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085816&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201264&oldMenuNo=201263
"[보도자료] 이창용 한국은행 총재, 「제29차 EMEAP 총재회의」 및 「제13차 EMEAP 중앙은행총재·금융감독기구수장 회의」 참석",https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085721&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201265&oldMenuNo=201263
경제상황 평가(2024.7월),https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085706&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201265&oldMenuNo=201263
통화정책방향(2024.7.11),https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10085698&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=200690&oldMenuNo=201263
2024년 6월중 금융시장 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085674&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 2024년 6월 이후 국제금융·외환시장 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085673&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 5월 국제수지(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085606&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 1/4분기중 자금순환(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085569&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=6&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 6월말 외환보유액,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085560&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201265&oldMenuNo=201263
금융통화위원회 의사록(2024년도 제11차)(2024.6.13),https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10085536&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=200690&oldMenuNo=201263
[보도자료] 외환시장 구조개선의 원활한 추진과 외환·자본시장 선진화를 위한 역할 당부,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085533&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 2024년 상반기 위폐방지 실무위원회 회의 개최 결과,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085482&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 5월 금융기관 가중평균금리,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085443&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도참고자료] 2024년 7월중 통화안정증권 발행 계획,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085351&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 6월 기업경기조사 결과 및 경제심리지수(ESI),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085333&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201264&oldMenuNo=201263
"[보도자료] 이창용 한국은행 총재, BIS 연차총회 참석",https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085310&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201265&oldMenuNo=201263
「금융안정보고서」(2024년 6월),https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085313&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201265&oldMenuNo=201263
2020년 고용표 작성 결과,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085276&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=7&programType=newsData&menuNo=201264&oldMenuNo=201263
2023년 지역별·통화별 국제투자대조표(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10085264&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 6월 소비자동향조사 결과,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084772&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201264&oldMenuNo=201263
「지역경제보고서」(2024년 6월),https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085215&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201265&oldMenuNo=201263
한국은행 홈페이지 개편,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10085165&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 5월중 거주자외화예금 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084757&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도참고자료] 2024년 6월 외환당국 국민연금과의 외환스왑 거래 한도 증액 합의,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084767&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 5월 생산자물가지수(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084758&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 1/4분기 기업경영분석,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084718&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도자료] 2024년 BOK 지역경제 심포지엄 개최,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084698&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201265&oldMenuNo=201263
2023년 지역별 국제수지(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084717&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=8&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도자료] 물가안정목표 운영상황 점검,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084701&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 화폐사랑 콘텐츠 공모전 실시,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084679&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 7월 외환시장 개장시간 연장 이후에도 원활한 거래를 지원해 나가겠습니다.,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084666&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 4월 통화 및 유동성,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084643&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 5월 수출입물가지수 및 무역지수(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084664&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201264&oldMenuNo=201263
"[보도자료] 한국은행, 커버드본드를 대출 등의 적격담보에 포함",https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10084647&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=200690&oldMenuNo=201263
2024년 5월중 금융시장 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084615&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 2024년 5월 이후 국제금융·외환시장 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084607&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201265&oldMenuNo=201263
2023년 기업경영분석 결과(속보),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084589&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201264&oldMenuNo=201263
"한국은행 총재, 창립 제74주년 기념사",https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084621&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=9&programType=newsData&menuNo=201265&oldMenuNo=201263
금융통화위원회 의사록(2024년도 제10차)(2024.5.23),https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084605&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 4월 국제수지(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084582&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 1/4분기 예금취급기관 산업별 대출금,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084529&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201264&oldMenuNo=201263
국민계정 2020년 기준년 1차 개편 결과(2000~23년),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084504&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 1/4분기 국민소득(잠정),https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084502&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201264&oldMenuNo=201263
2024년 5월말 외환보유액,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084498&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201265&oldMenuNo=201263
[보도자료] 이종통화 외환매매 거래기관으로 국내은행 선정 예정,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084492&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201265&oldMenuNo=201263
「한국은행 디지털아카이브」 개관,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084430&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201265&oldMenuNo=201263
2024년 4월 금융기관 가중평균금리,https://www.bok.or.kr/portal/bbs/B0000501/view.do?nttId=10084434&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201264&oldMenuNo=201263
[보도자료] 2024년 1분기중 주요 기관투자가의 외화증권투자 동향,https://www.bok.or.kr/portal/bbs/B0000502/view.do?nttId=10084427&searchCnd=1&searchKwd=&depth2=200038&depth3=201263&depth=201263&pageUnit=10&pageIndex=10&programType=newsData&menuNo=201265&oldMenuNo=201263
